"""id"",""member_id"",""loan_amnt"",""funded_amnt"",""funded_amnt_inv"",""term"",""int_rate"",""installment"",""grade"",""sub_grade"",""emp_title"",""emp_length"",""home_ownership"",""annual_inc"",""verification_status"",""issue_d"",""loan_status"",""pymnt_plan"",""url"",""desc"",""purpose"",""title"",""zip_code"",""addr_state"",""dti"",""delinq_2yrs"",""earliest_cr_line"",""inq_last_6mths"",""mths_since_last_delinq"",""mths_since_last_record"",""open_acc"",""pub_rec"",""revol_bal"",""revol_util"",""total_acc"",""initial_list_status"",""out_prncp"",""out_prncp_inv"",""total_pymnt"",""total_pymnt_inv"",""total_rec_prncp"",""total_rec_int"",""total_rec_late_fee"",""recoveries"",""collection_recovery_fee"",""last_pymnt_d"",""last_pymnt_amnt"",""next_pymnt_d"",""last_credit_pull_d"",""collections_12_mths_ex_med"",""mths_since_last_major_derog"",""policy_code"",""application_type"",""annual_inc_joint"",""dti_joint"",""verification_status_joint"",""acc_now_delinq"",""tot_coll_amt"",""tot_cur_bal"",""open_acc_6m"",""open_il_6m"",""open_il_12m"",""open_il_24m"",""mths_since_rcnt_il"",""total_bal_il"",""il_util"",""open_rv_12m"",""open_rv_24m"",""max_bal_bc"",""all_util"",""total_rev_hi_lim"",""inq_fi"",""total_cu_tl"",""inq_last_12m"",""acc_open_past_24mths"",""avg_cur_bal"",""bc_open_to_buy"",""bc_util"",""chargeoff_within_12_mths"",""delinq_amnt"",""mo_sin_old_il_acct"",""mo_sin_old_rev_tl_op"",""mo_sin_rcnt_rev_tl_op"",""mo_sin_rcnt_tl"",""mort_acc"",""mths_since_recent_bc"",""mths_since_recent_bc_dlq"",""mths_since_recent_inq"",""mths_since_recent_revol_delinq"",""num_accts_ever_120_pd"",""num_actv_bc_tl"",""num_actv_rev_tl"",""num_bc_sats"",""num_bc_tl"",""num_il_tl"",""num_op_rev_tl"",""num_rev_accts"",""num_rev_tl_bal_gt_0"",""num_sats"",""num_tl_120dpd_2m"",""num_tl_30dpd"",""num_tl_90g_dpd_24m"",""num_tl_op_past_12m"",""pct_tl_nvr_dlq"",""percent_bc_gt_75"",""pub_rec_bankruptcies"",""tax_liens"",""tot_hi_cred_lim"",""total_bal_ex_mort"",""total_bc_limit"",""total_il_high_credit_limit"""
"""1062864"",1295344,24000,24000,23975,"" 60 months"",""17.58%"",603.98,""D"",""D4"",""Department of Defense"",""5 years"",""RENT"",68809,""Verified"",""Dec-11"",""Charged Off"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062864"",""  Borrower added on 12/10/11 > Just need this loan to consolidate some debt. Am currently employed, and have been for 5 years, with the government. Will pay this loan off with no problem! <br>"",""debt_consolidation"",""Consolidation"",""325xx"",""FL"",21.29,0,""Jun-05"",1,NA,NA,10,0,3343,""25.30%"",20,""f"",0,0,4401.18,4396.65,1567.87,2049.17,0,784.14,8.02,""Jun-12"",603.98,"""",""Nov-12"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062734"",1295018,11200,11200,11200,"" 36 months"",""12.42%"",374.26,""B"",""B4"",""myrvpartsplace.com"",""3 years"",""RENT"",75000,""Not Verified"",""Dec-11"",""Charged Off"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062734"","""",""car"",""Car"",""925xx"",""CA"",22.88,0,""Dec-96"",0,NA,NA,8,0,25673,""74.40%"",13,""f"",0,0,4225.13,4225.13,2702.91,1033.89,0,488.33,4.72,""Oct-12"",374.26,"""",""Mar-13"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1052370"",1283491,7000,7000,7000,"" 36 months"",""10.65%"",228.02,""B"",""B2"",""Miller & Wright Architects"",""3 years"",""RENT"",52000,""Not Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1052370"",""  Borrower added on 12/12/11 > Debt consolidation.<br><br> Borrower added on 12/12/11 > The loan is to pay off high interest credit cards.<br>I have had a stable job for 3+ years and I'm looking to maintain and improve my good credit.<br>"",""other"",""Debt Consolidation"",""085xx"",""NY"",18.16,0,""Jun-03"",0,57,NA,11,0,4170,""94.80%"",13,""f"",0,0,8208.410001,8208.41,7000,1208.41,0,0,0,""Dec-14"",234.06,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1058564"",1290157,8000,8000,8000,"" 36 months"",""6.03%"",243.49,""A"",""A1"",""TOGETHER WE GROW"",""6 years"",""RENT"",57600,""Source Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1058564"",""  Borrower added on 12/08/11 > Hello Lenders, im obtaining this loan to pay off my high interest auto loan. I am very good with my credit and making on-time payments. (purpose of homebuying) was a mistake. I hit the wrong button. Happy Holidays to all. Thank you.<br>"",""house"",""auto payoff"",""902xx"",""CA"",11.52,0,""Jul-71"",0,NA,NA,8,0,8311,""12.40%"",12,""f"",0,0,8765.414062,8765.41,8000,765.41,0,0,0,""Dec-14"",245.81,"""",""Dec-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062584"",1294454,22500,22500,22475,"" 60 months"",""16.77%"",556.41,""D"",""D2"",""Exact Software North America"",""4 years"",""RENT"",48500,""Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062584"",""  Borrower added on 12/08/11 > Loan will be used to pay off current credit cards. It will be easier to pay one monthly bill as opposed to multiple bills. Employed with my current employer for almost 5 years. <br>"",""credit_card"",""Debt Consolidation"",""944xx"",""CA"",10.91,0,""Apr-92"",0,NA,NA,7,0,23080,""84.50%"",12,""f"",0,0,31414.37998,31379.48,22500,8914.38,0,0,0,""Dec-14"",11956.48,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062253"",1294110,12000,12000,12000,"" 36 months"",""17.27%"",429.45,""D"",""D3"",""Ultimo Software Solutions Inc"",""2 years"",""RENT"",95000,""Not Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062253"",""  Borrower added on 12/08/11 > Putting all the credit card debt @ one place to have proper plan for payment of all debt with one payment avoiding the minimum payment trap. This will also help us to meet our financial goals.<br><br> Borrower added on 12/08/11 > I have a pretty stable job with my company and have been high performer till now. I have plan to pay our most of credit card loans thru it. I have never defalted on any payment and have paid off whatever is required to all the banks. As Credit card payments will not be there we will just redirect that to pay this loan. This will help us to think in terms of one loan only. This will also help us to get better credit score due to lower revolving credit loans. Thanks a lot for help...<br>"",""debt_consolidation"",""Debt At One Place"",""303xx"",""GA"",11.1,0,""Mar-06"",1,NA,NA,9,0,15037,""88.50%"",19,""f"",0,0,14497.86079,14497.86,12000,2497.86,0,0,0,""Jun-13"",7203.38,"""",""Sep-15"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062795"",1294669,22000,22000,22000,"" 36 months"",""14.65%"",758.88,""C"",""C3"",""Navteq"",""< 1 year"",""RENT"",58000,""Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062795"",""  Borrower added on 12/09/11 > WIth full loan funding, I will be able to consolidate six credit cards and pay off the total balance comfortably under the terms set forth by LendingClub.  With high credit card interest rates, working with outside investors to help pay down my debt will help me out tremendously in the long run financially.  Instead of paying each card individually, in three years time I can be debt free and working towards a healthier financial future.  With stable employment, and proper budgeting of the loan payback amount, this loan will set me on a prosperous road.  <br>"",""debt_consolidation"",""Credit Card Consolodation Loan"",""606xx"",""IL"",12.1,0,""Jun-03"",1,NA,NA,11,0,20666,""92.30%"",28,""f"",0,0,26362.79333,26362.79,22000,4362.79,0,0,0,""Feb-14"",2095.27,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062614"",1294487,6200,6200,6200,"" 36 months"",""10.65%"",201.96,""B"",""B2"","""",""10+ years"",""MORTGAGE"",24000,""Not Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062614"","""",""credit_card"",""CC Consolidation"",""996xx"",""AK"",19.95,0,""Oct-01"",1,NA,NA,10,0,18210,""55.20%"",11,""f"",0,0,6771.658577,6771.66,6200,571.66,0,0,0,""Dec-12"",4553.13,"""",""Dec-12"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1061378"",1293165,15900,15900,15900,"" 36 months"",""9.91%"",512.38,""B"",""B1"",""Tektonics Design group"",""9 years"",""MORTGAGE"",58000,""Not Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1061378"",""  Borrower added on 12/09/11 > I am attempting to consolidate debt associated with the development of a start-up &quot;hand built bicycle&quot; business. The business is has begun to make the turn towards profitability and is able to stand on it's own, but it is still a little ways from being able to pay off my initial investment in earnest. So consolidating and lowering the APR is going to make it easier for me to push this further faster.<br><br><br>"",""debt_consolidation"",""Debt Consolidation"",""232xx"",""VA"",21.72,0,""Feb-00"",1,NA,NA,7,0,20393,""64.50%"",15,""f"",0,0,18176.73103,18176.73,15900,2276.73,0,0,0,""Jan-14"",5892.77,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062781"",1294654,5000,5000,5000,"" 36 months"",""8.90%"",158.77,""A"",""A5"","""",""n/a"",""MORTGAGE"",70000,""Source Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062781"","""",""other"",""car repair and home improvement"",""925xx"",""CA"",16.17,1,""May-83"",0,15,NA,9,0,8901,""53%"",32,""f"",0,0,5652.840923,5652.84,5000,652.84,0,0,0,""Feb-14"",1689.2,"""",""Oct-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1023158"",1252167,16000,16000,16000,"" 36 months"",""6.62%"",491.26,""A"",""A2"",""Mercury Computer Sys"",""3 years"",""MORTGAGE"",104000,""Not Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1023158"",""  Borrower added on 12/08/11 > Pay off Home Equity Line. Re-Finance 1st mortgage without subordination of Jr lender and get a much better long term rate.  Very little existing unsecured debt.<br>"",""other"",""Other"",""027xx"",""MA"",2.78,0,""Jun-96"",1,NA,NA,10,0,1935,""3.20%"",24,""f"",0,0,17685.3,17685.3,16000,1685.3,0,0,0,""Dec-14"",523.16,"""",""May-15"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062654"",1294929,5000,5000,5000,"" 36 months"",""11.71%"",165.38,""B"",""B3"",""AEG LIVE"",""4 years"",""RENT"",35000,""Not Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062654"",""  Borrower added on 12/08/11 > To finance a car that will be paid faster than 36 months probably within a year.<br>"",""car"",""Car"",""902xx"",""CA"",4.01,0,""Oct-06"",1,NA,NA,3,0,4263,""61.80%"",3,""f"",0,0,5728.171106,5728.17,5000,728.17,0,0,0,""Sep-13"",1905.29,"""",""Oct-13"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062665"",1280475,3150,3150,3150,"" 36 months"",""15.27%"",109.62,""C"",""C4"",""BG manufacturing"",""5 years"",""RENT"",53000,""Source Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062665"","""",""vacation"",""Vacation"",""194xx"",""PA"",4.37,0,""Sep-06"",3,50,NA,6,0,2124,""28.20%"",10,""f"",0,0,3945.990997,3945.99,3150,795.99,0,0,0,""Dec-14"",109.29,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062555"",1294623,12000,12000,12000,"" 36 months"",""14.27%"",411.71,""C"",""C2"",""vogue beauty salon"",""2 years"",""RENT"",28000,""Source Verified"",""Dec-11"",""Charged Off"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062555"",""  Borrower added on 12/08/11 > I desperately need this loan to pay my credit cards bills, this is alot more easier than to pay to different banks and more amount.<br> Borrower added on 12/10/11 > Thank you guys for your help, I really appreciate that. <br>"",""credit_card"",""Credit cards bills"",""905xx"",""CA"",8.49,0,""Aug-07"",1,NA,NA,9,0,8738,""68.50%"",10,""f"",0,0,5423.3,5423.3,3441.99,1490.13,0,491.18,4.87,""Dec-12"",411.71,"""",""May-13"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062606"",1294478,28000,28000,28000,"" 36 months"",""7.90%"",876.13,""A"",""A4"",""North Fork Holdings"",""4 years"",""MORTGAGE"",118000,""Verified"",""Dec-11"",""Charged Off"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062606"",""  Borrower added on 12/08/11 > My condo is 30 years old and has not been updated since, I need this money to do much needed renovations to the place.<br>"",""home_improvement"",""Home Improvement"",""600xx"",""IL"",5.29,0,""Jul-95"",1,NA,NA,7,0,11849,""24.80%"",23,""f"",0,0,9959.66,9959.66,7125.17,1634.43,0,1200.06,11.94,""Oct-12"",876.13,"""",""Sep-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062643"",1294917,5000,5000,5000,"" 36 months"",""12.42%"",167.08,""B"",""B4"",""Sunday Night Life"",""< 1 year"",""RENT"",40000,""Not Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062643"","""",""wedding"",""Wedding planning loan"",""327xx"",""FL"",22.59,0,""Feb-97"",0,49,NA,9,0,13091,""82.30%"",26,""f"",0,0,6014.73,6014.73,5000,1014.73,0,0,0,""Dec-14"",172.05,"""",""Dec-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062535"",1294602,3000,3000,3000,"" 36 months"",""9.91%"",96.68,""B"",""B1"","""",""n/a"",""MORTGAGE"",42000,""Not Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062535"","""",""renewable_energy"",""Seed money for educational foundation"",""551xx"",""MN"",4.29,0,""Apr-05"",0,NA,NA,3,0,5289,""33.30%"",3,""f"",0,0,3480.27,3480.27,3000,480.27,0,0,0,""Dec-14"",101.19,"""",""Dec-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062536"",1294599,3000,3000,3000,"" 36 months"",""7.90%"",93.88,""A"",""A4"",""Port of Everett"",""10+ years"",""MORTGAGE"",65000,""Not Verified"",""Dec-11"",""Charged Off"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062536"","""",""other"",""Other"",""982xx"",""WA"",4.89,0,""Aug-94"",0,NA,NA,4,0,3413,""85.30%"",18,""f"",0,0,2720.04,2720.04,2357.46,362.58,0,0,0,""May-14"",93.88,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""765927"",966880,8400,8400,8400,"" 36 months"",""6.62%"",257.92,""A"",""A2"",""Hoel Palomar"",""2 years"",""RENT"",25000,""Source Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=765927"",""  Borrower added on 12/08/11 > Have this amount spread around on 5 different cards.  Want to consolidate for the better interest rate and to stop giving a ridiculous amount of interest to big mean banks!<br>"",""debt_consolidation"",""Credit Card Payoff"",""900xx"",""CA"",11.86,0,""Feb-05"",0,NA,NA,9,0,8993,""36.10%"",19,""f"",0,0,9284.750002,9284.75,8400,884.75,0,0,0,""Dec-14"",274.47,"""",""Feb-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1031451"",1260896,7000,7000,7000,"" 36 months"",""10.65%"",228.02,""B"",""B2"",""kaiser permanente"",""10+ years"",""MORTGAGE"",36000,""Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1031451"","""",""debt_consolidation"",""debt consolidation"",""928xx"",""CA"",24,0,""Jun-97"",0,51,NA,14,0,6992,""72.80%"",23,""f"",0,0,8100.969288,8100.97,7000,1100.97,0,0,0,""Feb-14"",2407.88,"""",""Feb-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062612"",1294485,18550,11600,11575,"" 60 months"",""19.42%"",303.6,""E"",""E3"",""kwikmen trucking"",""2 years"",""RENT"",45000,""Verified"",""Dec-11"",""Current"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062612"","""",""debt_consolidation"",""debt consolidation"",""604xx"",""IL"",21.68,0,""Jun-02"",2,NA,117,9,1,18972,""65.90%"",19,""f"",1998.59,1994.24,16080.66,16046.09,9601.41,6479.25,0,0,0,""May-16"",303.6,""Jun-16"",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA"
"""1062510"",1294575,2000,2000,2000,"" 36 months"",""9.91%"",64.45,""B"",""B1"",""Comcast"",""1 year"",""MORTGAGE"",231252,""Source Verified"",""Dec-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062510"",""  Borrower added on 12/08/11 > Need to replace torn carpet; loan will be repaid in full on or before 3/15/2012<br><br> Borrower added on 12/08/11 > Loan to fix carpet<br>"",""other"",""Loan to Fix Carpet"",""300xx"",""GA"",11.43,0,""Mar-80"",0,NA,NA,19,0,46267,""93.50%"",43,""f"",0,0,2320.195762,2320.2,2000,320.2,0,0,0,""Dec-14"",67.24,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1062508"",1294574,12000,9600,9600,"" 60 months"",""14.65%"",226.63,""C"",""C3"",""Dune Management"",""3 years"",""RENT"",65000,""Not Verified"",""Dec-11"",""Current"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1062508"",""  Borrower added on 12/09/11 > My credit is good.<br>70 to 80% is to pay off credit cards and house credits with high interest rates (consolidate debt and have only one low monthly payment) and some back up cash to avoid the use of credit cards for upcoming holidays.<br>I have a stable job with a leading management company.<br>Thank you <br>"",""debt_consolidation"",""One main loan "",""119xx"",""NY"",14.44,0,""Feb-05"",2,NA,NA,12,0,6506,""47.80%"",21,""f"",1512.19,1512.19,12009.57,12009.57,8087.81,3921.76,0,0,0,""May-16"",226.63,""Jun-16"",""Apr-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1036838"",1266720,8575,8575,8575,"" 36 months"",""17.58%"",308.21,""D"",""D4"","""",""n/a"",""MORTGAGE"",32000,""Verified"",""Dec-11"",""Charged Off"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1036838"","""",""debt_consolidation"",""major purchase"",""325xx"",""FL"",22.54,0,""Sep-04"",1,NA,NA,4,0,20142,""89.90%"",5,""f"",0,0,4636.75,4636.75,2808.63,1497.35,0,330.77,3.35,""Feb-13"",308.21,"""",""Jul-13"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
